Date,Open,High,Low,Close,Adj Close,Volume
4/10/2019,287.769989,288.390015,287.309998,288.290009,267.930542,52601500
4/11/2019,288.829987,288.839996,287.579987,288.209991,267.85611,55093100
4/12/2019,290,290.470001,288.26001,290.160004,269.668427,69727800
4/15/2019,290.23999,290.350006,289.079987,289.970001,269.491852,49596700
4/16/2019,290.950012,291.01001,289.5,290.160004,269.668427,52153200
4/17/2019,291.399994,291.429993,288.98999,289.450012,269.008575,58268300
4/18/2019,290.100006,290.320007,288.660004,290.019989,269.53833,68708500
4/22/2019,289.170013,290.440002,289.070007,290.269989,269.770721,40160100
4/23/2019,290.679993,293.140015,290.420013,292.880005,272.19632,52246600
4/24/2019,292.790009,293.160004,292.070007,292.230011,271.592316,50392900
4/25/2019,292.119995,292.779999,290.730011,292.049988,271.424988,57770900
4/26/2019,292.100006,293.48999,291.23999,293.410004,272.688904,50916400
4/29/2019,293.51001,294.450012,293.410004,293.869995,273.116364,57197700
4/30/2019,293.48999,294.339996,291.920013,294.019989,273.255859,81111700
5/1/2019,294.720001,294.950012,291.799988,291.809998,271.201935,71671900
5/2/2019,291.679993,292.700012,289.519989,291.179993,270.616455,65030200
5/3/2019,292.820007,294.339996,291.299988,294.029999,273.265137,56543700
5/6/2019,289.25,293.309998,288.899994,292.820007,272.140625,107198100
5/7/2019,290.149994,290.809998,285.809998,287.929993,267.595886,144729900
5/8/2019,287.529999,289.429993,286.869995,287.529999,267.224243,91568300
5/9/2019,285.230011,287.329987,283.299988,286.660004,266.41568,103471100
5/10/2019,285.619995,288.940002,282.299988,288.100006,267.753937,112429300
5/13/2019,282.420013,283.48999,279.929993,280.859985,261.025208,127290500
5/14/2019,281.98999,285.100006,281.850006,283.399994,263.385834,77003200
5/15/2019,281.589996,285.769989,281.359985,285.059998,264.928619,73956400
5/16/2019,285.839996,289.209991,285.76001,287.700012,267.382172,76749600
5/17/2019,285.140015,288.600006,285.119995,285.839996,265.653595,100353000
5/20/2019,284.059998,285.959991,283.119995,283.950012,263.897034,62877600
5/21/2019,285.829987,286.929993,285.549988,286.51001,266.276215,46847100
5/22/2019,285.450012,286.690002,285.100006,285.630005,265.458374,49482500
5/23/2019,283.160004,283.209991,280.570007,282.140015,262.214752,98733800
5/24/2019,283.73999,284.200012,282.089996,282.779999,262.809631,55268100
5/28/2019,283.089996,284.149994,280.130005,280.149994,260.365387,70029400
5/29/2019,278.910004,279.359985,276.709991,278.269989,258.618073,104972900
5/30/2019,279.109985,280.040009,277.809998,279.029999,259.324463,62523800
5/31/2019,276.200012,277.119995,275.23999,275.269989,255.829987,86862800
6/3/2019,275.309998,276.549988,273.089996,274.570007,255.179459,96428000
6/4/2019,277.119995,280.679993,276.619995,280.529999,260.718475,77231900
6/5/2019,282.329987,282.98999,280.320007,282.959991,262.976898,71169700
6/6/2019,283.290009,285.549988,282.570007,284.799988,264.686951,69430400
6/7/2019,285.929993,288.850006,285.73999,287.649994,267.335693,74272200
6/10/2019,289.369995,290.820007,288.869995,288.970001,268.562531,60799100
6/11/2019,290.98999,291.399994,288.179993,288.899994,268.497498,58641300
6/12/2019,288.640015,289.26001,287.820007,288.390015,268.023499,47096300
6/13/2019,289.399994,289.980011,288.619995,289.579987,269.129425,48945200
6/14/2019,289.26001,289.929993,288.410004,289.26001,268.832031,52324700
6/17/2019,289.519989,290.220001,289.179993,289.369995,268.934204,39205700
6/18/2019,291.390015,293.570007,290.98999,292.399994,271.750183,85434800
6/19/2019,292.549988,293.649994,291.470001,293.059998,272.363556,78674400
6/20/2019,296.040009,296.309998,293.130005,295.859985,274.965942,116570000
6/21/2019,294.130005,295.519989,293.76001,294,274.566254,83309500
6/24/2019,294.230011,294.579987,293.470001,293.640015,274.230072,47582700
6/25/2019,293.700012,293.730011,290.640015,290.76001,271.540344,82028700
6/26/2019,291.75,292.309998,290.350006,290.470001,271.269501,51584900
6/27/2019,291.309998,292.059998,290.890015,291.5,272.231415,40355200
6/28/2019,292.579987,293.549988,292.01001,293,273.632385,59350900
7/1/2019,296.679993,296.920013,294.329987,295.660004,276.116455,78705600
7/2/2019,295.609985,296.48999,294.679993,296.429993,276.835541,61504500
7/3/2019,297.179993,298.820007,297.019989,298.799988,279.048889,40898900
7/5/2019,297.440002,298.640015,296.01001,298.459991,278.731384,51677300
7/8/2019,297.01001,298.26001,296.220001,296.820007,277.199768,45841800
7/9/2019,295.540009,297.519989,295.480011,297.190002,277.545319,41101300
7/10/2019,298.369995,299.660004,297.779999,298.609985,278.87149,58448500
7/11/2019,299.320007,299.579987,298.200012,299.309998,279.525177,50826100
7/12/2019,299.850006,300.730011,299.51001,300.649994,280.776581,40326000
7/15/2019,301.130005,301.130005,300.190002,300.75,280.869965,33900000
7/16/2019,300.649994,300.880005,299.440002,299.779999,279.964142,36650100
7/17/2019,299.75,299.929993,297.73999,297.73999,278.05899,36036300
7/18/2019,297.190002,299.25,296.700012,298.829987,279.076904,51392600
7/19/2019,300.040009,300.070007,296.980011,297.170013,277.526672,58678600
7/22/2019,297.609985,298.5,297.040009,297.899994,278.208374,43638100
7/23/2019,299.140015,300.029999,298.220001,300.029999,280.197632,44564500
7/24/2019,299.190002,301.440002,299.089996,301.440002,281.514404,47213200
7/25/2019,300.940002,301,299.109985,300,280.169617,55394100
7/26/2019,300.76001,302.230011,300.619995,302.01001,282.046692,45084100
7/29/2019,301.880005,302.01001,300.850006,301.459991,281.533051,38126500
7/30/2019,299.910004,301.170013,299.48999,300.720001,280.84198,45849000
7/31/2019,300.98999,301.200012,295.200012,297.429993,277.76944,104245200
8/1/2019,297.600006,300.869995,293.959991,294.839996,275.350708,142646600
8/2/2019,293.850006,294.119995,290.899994,292.619995,273.277435,116749700
8/5/2019,288.089996,288.209991,281.720001,283.820007,265.059113,178745400
8/6/2019,285.910004,288.040009,284.279999,287.799988,268.776031,120711700
8/7/2019,284.399994,288.820007,282.040009,287.970001,268.934784,140572300
8/8/2019,289.619995,293.619995,289.01001,293.619995,274.211273,87713900
8/9/2019,292.579987,293.23999,289.649994,291.619995,272.343506,93730000
8/12/2019,289.959991,291.609985,287.019989,288.070007,269.028229,65527600
8/13/2019,287.73999,294.149994,287.359985,292.549988,273.212036,94299800
8/14/2019,288.070007,288.73999,283.76001,283.899994,265.13385,135622100
8/15/2019,284.880005,285.640015,282.390015,284.649994,265.834229,99556600
8/16/2019,286.480011,289.329987,284.709991,288.850006,269.756592,83018300
8/19/2019,292.190002,293.079987,291.440002,292.329987,273.006622,53571800
8/20/2019,291.769989,292.359985,289.950012,290.089996,270.914734,51596400
8/21/2019,292.480011,292.859985,291.720001,292.450012,273.118683,49524700
8/22/2019,293.230011,293.929993,290.399994,292.359985,273.034576,51666400
8/23/2019,290.920013,292.76001,283.470001,284.850006,266.021057,149161500
8/26/2019,287.269989,288,285.579987,288,268.962799,72423800
8/27/2019,289.540009,289.950012,286.029999,286.869995,267.907471,66668900
8/28/2019,286.140015,289.070007,285.25,288.890015,269.793945,59696700
8/29/2019,291.720001,293.160004,290.609985,292.579987,273.23999,57899400
8/30/2019,294.220001,294.23999,291.420013,292.450012,273.118683,62901200
9/3/2019,290.570007,291.579987,289.269989,290.73999,271.521667,69101400
9/4/2019,293.140015,294.059998,292.309998,294.040009,274.603577,46887300
9/5/2019,296.790009,298.829987,294,297.820007,278.133728,83258100
9/6/2019,298.170013,298.76001,297.420013,298.049988,278.34848,49584300
9/9/2019,299.140015,299.23999,297.160004,298.200012,278.488586,51260300
9/10/2019,297.359985,298.200012,295.970001,298.130005,278.423126,57947100
9/11/2019,298.470001,300.339996,297.75,300.25,280.403076,68821100
9/12/2019,301.25,302.459991,300.410004,301.290009,281.374298,72908700
9/13/2019,301.779999,302.170013,300.679993,301.089996,281.1875,62104800
9/16/2019,299.839996,301.140015,299.450012,300.160004,280.319061,58191200
9/17/2019,299.940002,301.019989,299.75,300.920013,281.028748,41475500
9/18/2019,300.48999,301.220001,298.23999,301.100006,281.196899,73375800
9/19/2019,301.529999,302.630005,300.709991,301.079987,281.178223,76560500
9/20/2019,300.359985,300.670013,297.410004,298.279999,279.849609,89565000
9/23/2019,297.549988,299,297.269989,298.209991,279.784027,43476800
9/24/2019,299.410004,299.839996,294.809998,295.869995,277.588593,94869400
9/25/2019,295.959991,298.109985,294.329987,297.619995,279.230469,71854000
9/26/2019,297.630005,297.859985,295.450012,297,278.648712,56179700
9/27/2019,297.829987,297.950012,293.690002,295.399994,277.147614,84746600
9/30/2019,295.970001,297.549988,295.920013,296.769989,278.432953,51662400
10/1/2019,297.73999,298.459991,293,293.23999,275.121033,88242400
10/2/2019,291.5,291.51001,286.640015,288.059998,270.261108,122539500
10/3/2019,287.809998,290.450012,284.820007,290.420013,272.475281,85278800
10/4/2019,291.140015,294.630005,291.079987,294.350006,276.162476,65091200
10/7/2019,293.470001,295.26001,292.769989,293.079987,274.971069,59610500
10/8/2019,291.040009,291.850006,288.48999,288.529999,270.702118,95708100
10/9/2019,290.75,292.299988,290.059998,291.269989,273.272766,62359400
10/10/2019,291.179993,294.209991,291,293.23999,275.121033,55296300
10/11/2019,296.269989,298.73999,296.140015,296.279999,277.973297,98720400
10/14/2019,295.929993,296.670013,295.570007,295.950012,277.663605,40394800
10/15/2019,297.100006,299.700012,296.970001,298.880005,280.412689,46754500
10/16/2019,298.369995,299.160004,297.920013,298.399994,279.96228,48928200
10/17/2019,299.679993,300.23999,298.519989,299.279999,280.787842,45736600
10/18/2019,298.690002,299.399994,297.029999,297.970001,279.558868,64304000
10/21/2019,299.420013,300.209991,298.940002,299.98999,281.454071,39048600
10/22/2019,300.579987,300.899994,298.910004,299.01001,280.534576,48594700
10/23/2019,298.730011,299.940002,298.5,299.880005,281.350769,34352200
10/24/2019,300.910004,301.070007,299.459991,300.369995,281.810516,35453100
10/25/2019,299.73999,302.200012,299.679993,301.600006,282.964569,45205400
10/28/2019,302.940002,303.850006,302.910004,303.299988,284.559509,42147000
10/29/2019,303,304.230011,302.859985,303.209991,284.475067,44284900
10/30/2019,303.429993,304.549988,301.98999,304.140015,285.347565,49643900
10/31/2019,304.130005,304.130005,301.730011,303.329987,284.587616,69053800
11/1/2019,304.920013,306.190002,304.73999,306.140015,287.223999,71141500
11/4/2019,307.850006,308,306.959991,307.369995,288.378082,60606900
11/5/2019,307.589996,307.920013,306.709991,307.029999,288.059021,42933200
11/6/2019,307.029999,307.399994,306.059998,307.100006,288.124756,46487100
11/7/2019,308.570007,309.649994,307.660004,308.179993,289.137909,54272300
11/8/2019,307.799988,309,307.029999,308.940002,289.851044,49032100
11/11/2019,307.420013,308.540009,307.269989,308.350006,289.297485,35797300
11/12/2019,308.75,309.98999,308.149994,309,289.907257,46484600
11/13/2019,307.910004,309.540009,307.660004,309.100006,290.001129,53917700
11/14/2019,308.790009,309.640015,308.089996,309.549988,290.42334,51219900
11/15/2019,311.019989,311.839996,310.26001,311.790009,292.524872,62023600
11/18/2019,311.529999,312.279999,311.029999,312.019989,292.740662,49228000
11/19/2019,312.679993,312.690002,311.220001,311.929993,292.65625,67804700
11/20/2019,311.279999,311.850006,309.059998,310.769989,291.567902,79406200
11/21/2019,310.890015,311.01001,309.390015,310.269989,291.098785,54664700
11/22/2019,311.089996,311.23999,309.850006,310.959991,291.746246,44850200
11/25/2019,311.980011,313.369995,311.980011,313.369995,294.007324,48647200
11/26/2019,313.410004,314.279999,313.059998,314.079987,294.673401,37569000
11/27/2019,314.609985,315.480011,314.369995,315.480011,295.986969,44444600
11/29/2019,314.859985,315.130005,314.059998,314.309998,294.889221,36592700
12/2/2019,314.589996,314.660004,311.170013,311.640015,292.384155,75767800
12/3/2019,308.649994,309.640015,307.130005,309.549988,290.42334,73941700
12/4/2019,310.700012,312.119995,310.320007,311.459991,292.215302,49080000
12/5/2019,312.230011,312.25,310.579987,312.019989,292.740662,40709000
12/6/2019,314.119995,315.309998,314.109985,314.869995,295.414551,48927000
12/9/2019,314.440002,315.179993,313.799988,313.880005,294.485809,34838500
12/10/2019,313.820007,314.549988,312.809998,313.529999,294.157349,52649800
12/11/2019,314.029999,314.700012,313.440002,314.420013,294.992401,53429100
12/12/2019,314.429993,317.98999,314.170013,317.130005,297.535004,96389600
12/13/2019,316.869995,318.670013,316.019989,317.320007,297.713257,81503900
12/16/2019,319.220001,320.149994,317.25,319.5,299.758545,82749700
12/17/2019,319.920013,320.25,319.480011,319.570007,299.824219,61097700
12/18/2019,320,320.25,319.529999,319.589996,299.842987,48133000
12/19/2019,319.799988,320.980011,319.519989,320.899994,301.072021,85310500
12/20/2019,320.459991,321.970001,319.390015,320.730011,302.392059,147142100
12/23/2019,321.589996,321.649994,321.059998,321.220001,302.853973,52990000
12/24/2019,321.470001,321.519989,320.899994,321.230011,302.863403,20270000
12/26/2019,321.649994,322.950012,321.640015,322.940002,304.475647,30911200
12/27/2019,323.73999,323.799988,322.279999,322.859985,304.400208,42528800
12/30/2019,322.950012,323.100006,320.549988,321.079987,302.721954,49729100
12/31/2019,320.529999,322.130005,320.149994,321.859985,303.457367,57077300
1/2/2020,323.540009,324.890015,322.529999,324.869995,306.295227,59151200
1/3/2020,321.160004,323.640015,321.100006,322.410004,303.975891,77709700
1/6/2020,320.48999,323.730011,320.359985,323.640015,305.13559,55653900
1/7/2020,323.019989,323.540009,322.23999,322.730011,304.277588,40496400
1/8/2020,322.940002,325.779999,322.670013,324.450012,305.899261,68296000
1/9/2020,326.160004,326.730011,325.519989,326.649994,307.973511,48473300
1/10/2020,327.290009,327.459991,325.200012,325.709991,307.08725,53029300
1/13/2020,326.390015,327.959991,325.920013,327.950012,309.199188,47086800
1/14/2020,327.470001,328.619995,326.839996,327.450012,308.727722,62832800
1/15/2020,327.350006,329.019989,327.26001,328.190002,309.425446,72056600
1/16/2020,329.700012,330.920013,329.450012,330.920013,311.99939,54050300
1/17/2020,331.700012,332.179993,330.850006,331.950012,312.970459,95846000
1/21/2020,330.899994,332.179993,330.820007,331.299988,312.357666,77742400
1/22/2020,332.23999,332.950012,331.170013,331.339996,312.395294,48914900
1/23/2020,330.630005,332.170013,329.410004,331.720001,312.753571,51963000
1/24/2020,332.440002,332.529999,327.359985,328.769989,309.97229,87578400
1/27/2020,323.029999,325.119995,322.660004,323.5,305.003571,84062500
1/28/2020,325.059998,327.850006,323.600006,326.890015,308.199799,63834000
1/29/2020,328.380005,328.630005,326.399994,326.619995,307.945221,53888900
1/30/2020,324.359985,327.910004,323.540009,327.679993,308.94458,75491800
1/31/2020,327,327.170013,320.730011,321.730011,303.334808,113845600
2/3/2020,323.350006,326.160004,323.220001,324.119995,305.588135,69083000
2/4/2020,328.070007,330.01001,327.720001,329.059998,310.245667,62573200
2/5/2020,332.269989,333.089996,330.670013,332.859985,313.828461,65951100
2/6/2020,333.910004,334.190002,332.799988,333.980011,314.884369,50359700
2/7/2020,332.820007,333.98999,331.600006,332.200012,313.206207,64139400
2/10/2020,331.230011,334.75,331.190002,334.679993,315.544373,42070000
2/11/2020,336.160004,337.019989,334.679993,335.26001,316.091217,54864500
2/12/2020,336.829987,337.649994,336.429993,337.420013,318.127716,43992700
2/13/2020,335.859985,338.119995,335.559998,337.059998,317.788269,54501900
2/14/2020,337.51001,337.730011,336.200012,337.600006,318.297394,64582200
2/18/2020,336.51001,337.670013,335.209991,336.730011,317.477203,57226200
2/19/2020,337.790009,339.079987,337.480011,338.339996,318.995148,48814700
2/20/2020,337.73999,338.640015,333.679993,336.950012,317.68457,74163400
2/21/2020,335.470001,335.809998,332.579987,333.480011,314.412964,113788200
2/24/2020,323.140015,333.559998,321.23999,322.420013,303.985382,161088400
2/25/2020,323.940002,324.609985,311.690002,312.649994,294.773987,218913200
2/26/2020,314.179993,318.109985,310.700012,311.5,293.689697,194773800
2/27/2020,305.459991,311.559998,297.51001,297.51001,280.499573,284353500
2/28/2020,288.700012,297.890015,285.540009,296.26001,279.321045,384975800
3/2/2020,298.209991,309.160004,294.459991,309.089996,291.417511,238703600
3/3/2020,309.5,313.839996,297.570007,300.23999,283.073547,300139100
3/4/2020,306.119995,313.100006,303.329987,312.859985,294.971985,176613400
3/5/2020,304.980011,308.470001,300.01001,302.459991,285.166565,186366800
3/6/2020,293.149994,298.779999,290.230011,297.459991,280.452515,228667200
3/9/2020,275.299988,284.190002,273.450012,274.230011,258.550629,309417300
3/10/2020,284.640015,288.519989,273.5,288.420013,271.929321,276444100
3/11/2020,280.700012,281.940002,270.880005,274.359985,258.673218,255316300
3/12/2020,256,266.660004,247.679993,248.110001,233.924072,392220700
3/13/2020,263.089996,271.480011,248.520004,269.320007,253.921402,329566100
3/16/2020,241.179993,256.899994,237.360001,239.850006,226.136353,297240000
3/17/2020,245.039993,256.170013,237.070007,252.800003,238.345947,262070500
3/18/2020,236.25,248.369995,228.020004,240,226.277832,327597100
3/19/2020,239.25,247.380005,232.220001,240.509995,226.758636,289322000
3/20/2020,242.529999,244.470001,228.5,228.800003,216.986649,347158800
3/23/2020,228.190002,229.679993,218.259995,222.949997,211.43869,326025200
3/24/2020,234.419998,244.100006,233.800003,243.149994,230.595734,235494500
3/25/2020,244.869995,256.350006,239.75,246.789993,234.047775,299430300
3/26/2020,249.520004,262.799988,249.050003,261.200012,247.713791,257632800
3/27/2020,253.270004,260.809998,251.050003,253.419998,240.335495,224341200
3/30/2020,255.699997,262.429993,253.529999,261.649994,248.140503,171369500
3/31/2020,260.559998,263.329987,256.220001,257.75,244.441925,194881100
4/1/2020,247.979996,257.660004,243.899994,246.149994,233.440826,189554600
4/2/2020,245.190002,252.679993,244.589996,251.830002,238.827545,177660400
4/3/2020,250.759995,253.320007,245.220001,248.190002,235.375473,135561200
4/6/2020,257.839996,267,248.169998,264.859985,251.184784,188061200
4/7/2020,274.209991,275.029999,264.890015,265.130005,251.440826,201427200
4/8/2020,267.959991,276,265.25,274.029999,259.881317,153774500
4/9/2020,277.579987,281.200012,275.470001,278.200012,263.836029,189999200
4/13/2020,277.140015,277.51001,271.410004,275.660004,261.427155,114839100
4/14/2020,280.980011,284.899994,275.51001,283.790009,269.13739,134143400
4/15/2020,277.570007,283.940002,275.459991,277.76001,263.418701,121775000
4/16/2020,279.149994,280.029999,275.76001,279.100006,264.689545,131798300
4/17/2020,285.380005,287.299988,282.399994,286.640015,271.840271,146684800
4/20/2020,282.609985,286.790009,281.350006,281.589996,267.050995,100109300
4/21/2020,276.730011,278.040009,272.019989,273.040009,258.942444,126385700
4/22/2020,278.350006,281,276.910004,279.100006,264.689545,92951600
4/23/2020,280.48999,283.940002,278.75,279.079987,264.670532,104709700
4/24/2020,280.730011,283.700012,278.5,282.970001,268.359772,85063200
4/27/2020,285.119995,288.269989,284.619995,287.049988,272.229034,77896600
4/28/2020,291.019989,291.399994,285.399994,285.730011,270.977295,105270000
4/29/2020,291.529999,294.880005,290.410004,293.209991,278.071045,118745600
4/30/2020,291.709991,293.320007,288.589996,290.480011,275.481964,122901700
5/1/2020,285.309998,290.660004,281.519989,282.790009,268.188965,125180000
5/4/2020,280.73999,283.899994,279.130005,283.570007,268.928772,80873200
5/5/2020,286.640015,289.25,283.709991,286.190002,271.413513,79569900
5/6/2020,288.040009,288.459991,283.779999,284.25,269.573669,73632600
5/7/2020,287.75,289.779999,287.130005,287.679993,272.826569,75250400
5/8/2020,291.089996,292.950012,289.859985,292.440002,277.340759,76452400
5/11/2020,290.339996,294,289.880005,292.5,277.397675,79514200
5/12/2020,293.790009,294.23999,286.519989,286.670013,271.868713,95870800
5/13/2020,286.059998,287.190002,278.959991,281.600006,267.060425,144721100
5/14/2020,278.950012,285.109985,272.98999,284.970001,270.256531,121977900
5/15/2020,282.369995,286.329987,281.339996,286.279999,271.49884,111146300
5/18/2020,293.049988,296.75,292.700012,295,279.768646,119703800
5/19/2020,294.350006,296.209991,291.950012,291.970001,276.895081,95189300
5/20/2020,295.820007,297.869995,295.570007,296.929993,281.598938,85861700
5/21/2020,296.790009,297.670013,293.690002,294.880005,279.654816,78293900
5/22/2020,294.570007,295.630005,293.220001,295.440002,280.185883,63958200
5/26/2020,301.929993,302.190002,295.459991,299.079987,283.637909,88951400
5/27/2020,302.119995,303.570007,296.869995,303.529999,287.858215,104817400
5/28/2020,304.649994,306.839996,302.23999,302.970001,287.327087,90405200
5/29/2020,302.459991,304.959991,299.470001,304.320007,288.607391,119090800
6/1/2020,303.619995,306.209991,303.059998,305.549988,289.773926,55758300
6/2/2020,306.549988,308.130005,305.100006,308.079987,292.173187,74267200
6/3/2020,310.23999,313.220001,309.940002,312.179993,296.061584,92567600
6/4/2020,311.109985,313,309.079987,311.359985,295.283905,75794400
6/5/2020,317.230011,321.269989,317.160004,319.339996,302.851837,150524700
6/8/2020,320.220001,323.410004,319.630005,323.200012,306.512573,73641200
6/9/2020,320.299988,323.279999,319.359985,320.790009,304.22702,77479200
6/10/2020,321.420013,322.390015,318.220001,319,302.529419,95000800
6/11/2020,311.459991,312.149994,300.01001,300.609985,285.088959,209243600
6/12/2020,308.23999,309.079987,298.600006,304.209991,288.503082,194678900
6/15/2020,298.019989,308.279999,296.73999,307.049988,291.196533,135782700
6/16/2020,315.480011,315.640015,307.670013,312.959991,296.801239,137627500
6/17/2020,314.070007,314.390015,310.859985,311.660004,295.56842,83398900
6/18/2020,310.01001,312.299988,309.51001,311.779999,295.68219,80828700
6/19/2020,314.170013,314.380005,306.529999,308.640015,293.992432,135549600
6/22/2020,307.98999,311.049988,306.75,310.619995,295.878448,74649400
6/23/2020,313.48999,314.5,311.609985,312.049988,297.240601,68471200
6/24/2020,309.839996,310.51001,302.100006,304.089996,289.658325,132813500
6/25/2020,303.470001,307.640015,301.279999,307.350006,292.763672,89468000
6/26/2020,306.160004,306.390015,299.420013,300.049988,285.810059,127961000
6/29/2020,301.410004,304.609985,298.929993,304.459991,290.010803,79773300
6/30/2020,303.98999,310.200012,303.820007,308.359985,293.725647,113394800
7/1/2020,309.570007,311.890015,309.070007,310.519989,295.783173,72396500
